,nflId,frechet_distance,play_id,game_id,week_num,displayName,position,gameId,playId,passResult,expectedPointsAdded,defensiveTeam
0,42816.0,5.856236540910047,56,2022090800,1,Troy Hill,CB,2022090800,56,C,0.004420402,LA
1,43294.0,2.6474716801236027,56,2022090800,1,Jalen Ramsey,CB,2022090800,56,C,0.004420402,LA
2,47844.0,1.3925154505776918,56,2022090800,1,Taylor Rapp,FS,2022090800,56,C,0.004420402,LA
3,48026.0,3.8864801809385643,56,2022090800,1,Nick Scott,SS,2022090800,56,C,0.004420402,LA
4,52607.0,2.2888720925030293,56,2022090800,1,Jordan Fuller,SS,2022090800,56,C,0.004420402,LA
5,42816.0,5.453058239216055,101,2022090800,1,Troy Hill,CB,2022090800,101,,0.562363489,LA
6,43294.0,4.285165749014369,101,2022090800,1,Jalen Ramsey,CB,2022090800,101,,0.562363489,LA
7,47844.0,7.5065918954838615,101,2022090800,1,Taylor Rapp,FS,2022090800,101,,0.562363489,LA
8,47862.0,5.3825979951446685,101,2022090800,1,David Long,CB,2022090800,101,,0.562363489,LA
9,48026.0,3.74146981009857,101,2022090800,1,Nick Scott,SS,2022090800,101,,0.562363489,LA
10,42816.0,4.9773378224633555,122,2022090800,1,Troy Hill,CB,2022090800,122,C,0.399208847,LA
11,43294.0,4.559996077470221,122,2022090800,1,Jalen Ramsey,CB,2022090800,122,C,0.399208847,LA
12,47844.0,4.959278282444303,122,2022090800,1,Taylor Rapp,FS,2022090800,122,C,0.399208847,LA
13,47862.0,19.462752697161193,122,2022090800,1,David Long,CB,2022090800,122,C,0.399208847,LA
14,48026.0,5.9702059491352255,122,2022090800,1,Nick Scott,SS,2022090800,122,C,0.399208847,LA
15,42816.0,13.612413207761547,146,2022090800,1,Troy Hill,CB,2022090800,146,,-0.514055807,LA
16,43294.0,4.112657485473679,146,2022090800,1,Jalen Ramsey,CB,2022090800,146,,-0.514055807,LA
17,47844.0,6.734145180732787,146,2022090800,1,Taylor Rapp,FS,2022090800,146,,-0.514055807,LA
18,47862.0,5.312089485378573,146,2022090800,1,David Long,CB,2022090800,146,,-0.514055807,LA
19,48026.0,6.605060816012734,146,2022090800,1,Nick Scott,SS,2022090800,146,,-0.514055807,LA
20,42816.0,6.051510812070465,167,2022090800,1,Troy Hill,CB,2022090800,167,C,1.373440937,LA
21,43294.0,3.2378444768766372,167,2022090800,1,Jalen Ramsey,CB,2022090800,167,C,1.373440937,LA
22,47844.0,5.9932332116316465,167,2022090800,1,Taylor Rapp,FS,2022090800,167,C,1.373440937,LA
23,47862.0,2.9114813197563256,167,2022090800,1,David Long,CB,2022090800,167,C,1.373440937,LA
24,48026.0,4.387147133633902,167,2022090800,1,Nick Scott,SS,2022090800,167,C,1.373440937,LA
25,42816.0,11.361158817114513,191,2022090800,1,Troy Hill,CB,2022090800,191,,-0.413324968,LA
26,43294.0,9.717166996966872,191,2022090800,1,Jalen Ramsey,CB,2022090800,191,,-0.413324968,LA
27,47844.0,11.916875587555802,191,2022090800,1,Taylor Rapp,FS,2022090800,191,,-0.413324968,LA
28,47862.0,16.926731783981857,191,2022090800,1,David Long,CB,2022090800,191,,-0.413324968,LA
29,48026.0,9.403510744228122,191,2022090800,1,Nick Scott,SS,2022090800,191,,-0.413324968,LA
30,42816.0,3.010908355547354,212,2022090800,1,Troy Hill,CB,2022090800,212,C,0.547352207,LA
31,43294.0,3.2619588073120656,212,2022090800,1,Jalen Ramsey,CB,2022090800,212,C,0.547352207,LA
32,47844.0,2.571372505245016,212,2022090800,1,Taylor Rapp,FS,2022090800,212,C,0.547352207,LA
33,47862.0,3.362248233558913,212,2022090800,1,David Long,CB,2022090800,212,C,0.547352207,LA
34,48026.0,4.773905587254325,212,2022090800,1,Nick Scott,SS,2022090800,212,C,0.547352207,LA
35,42816.0,4.828434447987609,236,2022090800,1,Troy Hill,CB,2022090800,236,C,2.918325711,LA
36,43294.0,12.589001447426888,236,2022090800,1,Jalen Ramsey,CB,2022090800,236,C,2.918325711,LA
37,47844.0,13.166880487971671,236,2022090800,1,Taylor Rapp,FS,2022090800,236,C,2.918325711,LA
38,48026.0,9.252111678019828,236,2022090800,1,Nick Scott,SS,2022090800,236,C,2.918325711,LA
39,40107.0,2.3879511201850008,299,2022090800,1,Micah Hyde,FS,2022090800,299,,-0.105841165,BUF
40,40166.0,1.7951323071016239,299,2022090800,1,Jordan Poyer,SS,2022090800,299,,-0.105841165,BUF
41,46190.0,3.125526279379834,299,2022090800,1,Taron Johnson,CB,2022090800,299,,-0.105841165,BUF
42,52647.0,3.756385871809169,299,2022090800,1,Dane Jackson,CB,2022090800,299,,-0.105841165,BUF
43,54650.0,2.5625149566739576,299,2022090800,1,Christian Benford,CB,2022090800,299,,-0.105841165,BUF
44,40107.0,3.1153481362475572,343,2022090800,1,Micah Hyde,FS,2022090800,343,,-0.737179452,BUF
45,40166.0,2.8714967813854924,343,2022090800,1,Jordan Poyer,SS,2022090800,343,,-0.737179452,BUF
